date,value
2020-01-01,98.94021501875866
2020-01-02,98.0941558385498
2020-01-03,96.921424724221
2020-01-04,96.67832446898169
2020-01-05,97.95720292232815
2020-01-06,100.14161786658352
2020-01-07,100.85509914940519
2020-01-08,100.3566754257113
2020-01-09,100.10358228120943
2020-01-10,101.10102598134033
2020-01-11,101.66334450062375
2020-01-12,101.52806747607856
2020-01-13,100.15887718803508
2020-01-14,97.69939227503119
2020-01-15,96.70525472870716
2020-01-16,98.1012532041702
2020-01-17,99.61214153325005
2020-01-18,101.37249352993126
2020-01-19,102.96525815620738
2020-01-20,103.1914940481736
2020-01-21,103.19916592642159
2020-01-22,104.80574431092043
2020-01-23,106.35439973524987
2020-01-24,108.67103869946173
2020-01-25,107.8326028821986
2020-01-26,106.81834899042033
2020-01-27,106.60967624917892
2020-01-28,106.39356287867116
2020-01-29,106.28607663895976
2020-01-30,104.29401826362309
2020-01-31,102.1051320866119
2020-02-01,101.26253444293192
2020-02-02,102.6955211439532
2020-02-03,103.7922293585529
2020-02-04,103.30935310019315
2020-02-05,102.00769295196889
2020-02-06,101.95798110451058
2020-02-07,102.78688658590492
2020-02-08,102.94592792150348
2020-02-09,103.24581513212685
2020-02-10,103.67498569172555
2020-02-11,104.91319589665727
2020-02-12,105.28264933147224
2020-02-13,104.75534662009541
2020-02-14,103.82193723805713
2020-02-15,101.69286381883396
2020-02-16,100.24626009441032
2020-02-17,100.00934352645767
2020-02-18,100.21625271207198
2020-02-19,100.17541935921011
2020-02-20,98.61970729302098
2020-02-21,96.69361897188048
2020-02-22,95.18759144696358
2020-02-23,93.6134982195702
2020-02-24,92.41086957294571
2020-02-25,92.239513309102
2020-02-26,94.36749081199117
2020-02-27,96.63177989997735
2020-02-28,98.10111049556214
2020-02-29,98.67960329632493
2020-03-01,96.84957714771303
2020-03-02,94.85071504349321
2020-03-03,93.86979284756798
2020-03-04,96.06423090673188
2020-03-05,98.34313365629612
2020-03-06,99.74331702205758
2020-03-07,100.3234172611726
2020-03-08,99.27035918686971
2020-03-09,99.20941789026385
2020-03-10,100.47215047454159
2020-03-11,102.38486339970628
2020-03-12,102.79913805978418
2020-03-13,103.83656581130344
2020-03-14,103.4988975358399
2020-03-15,103.22134596767415
2020-03-16,105.4611062790009
2020-03-17,106.75104917317508
2020-03-18,106.34259850968968
2020-03-19,105.72845651262186
2020-03-20,104.90666700278157
2020-03-21,102.75253661800593
2020-03-22,101.01236719611724
2020-03-23,99.18333985646598
2020-03-24,98.40595591960519
2020-03-25,97.45024612668965
2020-03-26,98.21083319376831
2020-03-27,98.61611312847552
2020-03-28,98.19065416544828
2020-03-29,98.52867566689574
2020-03-30,97.86357335929135
2020-03-31,97.18859808335273
2020-04-01,98.22451658638025
2020-04-02,97.86931418541073
2020-04-03,97.1158776922905
2020-04-04,96.97478557910836
2020-04-05,97.88649610855674
2020-04-06,97.55050805246215
2020-04-07,95.44143248095855
2020-04-08,94.15808177381658
2020-04-09,94.13511853603616
2020-04-10,94.7153026633341
2020-04-11,95.54762026459949
2020-04-12,95.43811550129627
2020-04-13,95.22324492741839
2020-04-14,95.4574850608115
2020-04-15,95.03799759292549
2020-04-16,96.34897742446351
2020-04-17,98.38412607437255
2020-04-18,98.49738054207215
2020-04-19,98.4687914989531
2020-04-20,97.64841268759267
2020-04-21,97.57454543093843
2020-04-22,99.08163507368269
2020-04-23,99.67826763028503
2020-04-24,100.51166392509663
2020-04-25,101.67750858585407
2020-04-26,103.2728150274974
2020-04-27,106.29977163514855
2020-04-28,108.42322975096899
2020-04-29,108.47690651135471
2020-04-30,106.97415334152787
2020-05-01,104.82882615671883
2020-05-02,103.30580296641415
2020-05-03,102.98677363215508
2020-05-04,103.4470941280097
2020-05-05,104.74331483079476
2020-05-06,105.8197620901621
2020-05-07,107.77146567588291
2020-05-08,109.09377212392324
2020-05-09,112.26981803702556
2020-05-10,115.67030698433099
2020-05-11,116.74598271273756
2020-05-12,115.49081816817507
2020-05-13,114.55827250712487
2020-05-14,114.07780239254933
2020-05-15,114.57494410305083
2020-05-16,115.70647509611815
2020-05-17,116.46826082388017
2020-05-18,115.90656224283465
2020-05-19,113.592130750444
2020-05-20,111.18339930250687
2020-05-21,110.68261789613237
2020-05-22,111.2848305836849
2020-05-23,110.62502509077363
2020-05-24,109.84217800046284
2020-05-25,109.86341779331173
2020-05-26,109.26659284408561
2020-05-27,108.73313529614275
2020-05-28,108.58340625265762
2020-05-29,107.45977974950979
2020-05-30,106.71808327700242
2020-05-31,107.09174178134955
2020-06-01,108.75292862997978
2020-06-02,111.21974514813898
2020-06-03,111.55275058877776
2020-06-04,109.94136524329082
