date,value
2020-01-01,54.244312394025265
2020-01-02,52.56493052110229
2020-01-03,47.961260068091974
2020-01-04,50.5315318542675
2020-01-05,54.533822298373245
2020-01-06,51.084661068762436
2020-01-07,53.887638856292455
2020-01-08,55.049268106858676
2020-01-09,52.146139056843836
2020-01-10,54.3809492878764
2020-01-11,48.517465319861856
2020-01-12,53.45122471733142
2020-01-13,55.49486369721368
2020-01-14,54.0044336360703
2020-01-15,60.26482260786327
2020-01-16,54.63971724407873
2020-01-17,57.11991102660603
2020-01-18,58.76148115457218
2020-01-19,61.88254657813223
2020-01-20,56.62827569764112
2020-01-21,62.326327504309916
2020-01-22,60.520466122039174
2020-01-23,59.0369826979041
2020-01-24,62.42420694852654
2020-01-25,62.39811939114694
2020-01-26,61.29956624568241
2020-01-27,63.13960416998004
2020-01-28,62.72937280627648
2020-01-29,64.22703469050249
2020-01-30,65.82426134904209
2020-01-31,68.1720336322907
2020-02-01,63.024369002346305
2020-02-02,70.26606674931253
2020-02-03,62.595824400954996
2020-02-04,66.69642980992883
2020-02-05,68.67663441296915
2020-02-06,68.56198373547006
2020-02-07,67.25460096035881
2020-02-08,68.58375549928545
2020-02-09,68.51399813068234
2020-02-10,68.82127048611157
2020-02-11,72.19920419404205
2020-02-12,71.7140309719301
2020-02-13,70.1141808094787
2020-02-14,73.7991997508665
2020-02-15,73.11459904175322
2020-02-16,74.62572423767791
2020-02-17,74.75925768384722
2020-02-18,72.34200997815586
2020-02-19,73.37963791960605
2020-02-20,76.49458721024652
2020-02-21,76.72074053086693
2020-02-22,75.9581968120717
2020-02-23,76.73465476661757
2020-02-24,79.55532979157685
2020-02-25,76.31685722232834
2020-02-26,79.09419476234008
2020-02-27,78.09561469513221
2020-02-28,78.56463759354556
2020-02-29,81.69755370397438
2020-03-01,81.65083269797606
2020-03-02,82.12701927200128
2020-03-03,83.61095761430866
2020-03-04,81.54200768326552
2020-03-05,83.36390594258992
2020-03-06,81.87946648681309
2020-03-07,83.64833270497688
2020-03-08,83.23971389126463
2020-03-09,84.19399192998543
2020-03-10,85.69031405087382
2020-03-11,83.36355863353306
2020-03-12,89.68477455137092
2020-03-13,83.9879652370006
2020-03-14,84.07162277442454
2020-03-15,89.31622174700014
2020-03-16,89.08332538792587
2020-03-17,89.24823963410431
2020-03-18,89.75669101852856
2020-03-19,88.97550645430617
2020-03-20,87.70549125702834
2020-03-21,90.15160911638745
2020-03-22,89.14567657697577
2020-03-23,92.9502394668355
2020-03-24,91.20588523699573
2020-03-25,90.34900560641498
2020-03-26,91.85722831669402
2020-03-27,93.82586290855124
2020-03-28,92.37255089439205
2020-03-29,92.35555920886713
2020-03-30,94.98737442298382
2020-03-31,95.48993314221744
2020-04-01,94.48611364925775
2020-04-02,95.05792338876336
2020-04-03,96.96409987471527
2020-04-04,94.10383131700536
2020-04-05,94.6850724512469
2020-04-06,96.56311155749513
2020-04-07,98.0731056965763
2020-04-08,99.62181513119602
2020-04-09,102.4507124338991
